numero_dpe,date_etablissement_dpe,date_fin_validite_dpe,etiquette_dpe,etiquette_ges,type_batiment,periode_construction,surface_habitable_logement,nom_commune_ban,code_insee_ban,conso_5_usages_par_m2_ep,type_parc,station
2473E0870392O,2024-03-11,2034-03-10,D,B,appartement,1978-1982,26.2,Bourg-Saint-Maurice,73054,234.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E0492252S,2024-02-12,2034-02-11,E,C,appartement,2006-2012,23.8,Val-D-Isère,73304,416.2,existant,Val d'Isère
2473E0696133H,2024-02-26,2034-02-25,E,C,appartement,1975-1977,34.4,La Plagne Tarentaise,73150,332.2,existant,La Plagne
2373E4532047K,2023-12-20,2033-12-19,G,C,appartement,1975-1977,44.0,Bourg-Saint-Maurice,73054,504.4,existant,Les Arcs / Bourg-Saint-Maurice
2473E0865418G,2024-03-09,2034-03-08,D,B,appartement,1989-2000,43.1,Val-D-Isère,73304,216.5,existant,Val d'Isère
2473E1200631B,2024-04-03,2034-04-02,D,B,appartement,1978-1982,22.0,Val-D-Isère,73304,268.9,existant,Val d'Isère
2473E0604196G,2024-02-20,2034-02-19,E,C,appartement,1948-1974,59.8,Val-D-Isère,73304,318.8,existant,Val d'Isère
2473E1648933L,2024-05-07,2034-05-06,G,C,appartement,1975-1977,35.8,La Plagne Tarentaise,73150,525.8,existant,La Plagne
2473E0746787N,2024-02-29,2034-02-28,E,C,appartement,1975-1977,25.8,La Plagne Tarentaise,73150,411.1,existant,La Plagne
2473E0492259Z,2024-02-12,2034-02-11,E,C,appartement,2006-2012,20.7,Val-D-Isère,73304,423.3,existant,Val d'Isère
2473E0595813V,2024-02-19,2034-02-18,E,E,appartement,1948-1974,16.1,Val-D-Isère,73304,227.1,existant,Val d'Isère
2473E0492312A,2024-02-12,2034-02-11,E,B,appartement,2006-2012,20.6,Val-D-Isère,73304,304.9,existant,Val d'Isère
2473E0222500Q,2024-01-20,2034-01-19,D,B,appartement,1989-2000,21.8,Tignes,73296,286.8,existant,Tignes
2473E0595669H,2024-02-19,2034-02-18,E,E,appartement,1948-1974,40.0,Val-D-Isère,73304,197.0,existant,Val d'Isère
2473E0113667T,2024-01-08,2034-01-07,E,C,appartement,avant 1948,28.8,Val-D-Isère,73304,318.2,existant,Val d'Isère
2473E1258475V,2024-04-08,2034-04-07,E,C,appartement,1948-1974,50.1,La Plagne Tarentaise,73150,320.3,existant,La Plagne
2473E0613596U,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E1167593J,2024-03-30,2034-03-29,C,C,appartement,1948-1974,22.3,La Plagne Tarentaise,73150,173.3,existant,La Plagne
2473E1335609N,2024-04-13,2034-04-12,E,B,appartement,2006-2012,26.9,La Plagne Tarentaise,73150,305.9,existant,La Plagne
2473E1500852A,2024-04-09,2034-04-08,F,F,appartement,1948-1974,39.2,Tignes,73296,296.2,existant,Tignes
2473E0492128Y,2024-02-12,2034-02-11,D,B,appartement,2006-2012,64.5,Val-D-Isère,73304,180.0,existant,Val d'Isère
2473E0219869L,2024-01-13,2034-01-12,E,B,appartement,1978-1982,53.8,Bourg-Saint-Maurice,73054,252.1,existant,Les Arcs / Bourg-Saint-Maurice
2473E0604999D,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E0718209J,2024-02-24,2034-02-23,C,B,appartement,1983-1988,77.3,Bourg-Saint-Maurice,73054,140.2,existant,Les Arcs / Bourg-Saint-Maurice
2473E1548674I,2024-04-29,2034-04-28,D,B,appartement,1978-1982,28.2,Bourg-Saint-Maurice,73054,232.2,existant,Les Arcs / Bourg-Saint-Maurice
2473E0595743D,2024-02-19,2034-02-18,E,E,appartement,1948-1974,16.1,Val-D-Isère,73304,227.1,existant,Val d'Isère
2473E0491994U,2024-02-12,2034-02-11,D,B,appartement,2006-2012,61.8,Val-D-Isère,73304,184.8,existant,Val d'Isère
2473E0887336G,2024-03-12,2034-03-11,E,B,appartement,1989-2000,28.6,La Plagne Tarentaise,73150,310.9,existant,La Plagne
2473E0682102Q,2024-02-08,2034-02-07,F,F,appartement,1948-1974,23.3,Tignes,73296,316.0,existant,Tignes
2473E0706405J,2024-02-24,2034-02-23,E,C,appartement,1978-1982,33.0,Bourg-Saint-Maurice,73054,320.1,existant,Les Arcs / Bourg-Saint-Maurice
2473E1185819J,2024-04-01,2034-03-31,G,G,appartement,1948-1974,9.9,Tignes,73296,746.6,existant,Tignes
2473E1768085F,2024-05-14,2034-05-13,E,B,appartement,1978-1982,13.5,Bourg-Saint-Maurice,73054,363.6,existant,Les Arcs / Bourg-Saint-Maurice
2473E0842608Y,2024-03-07,2034-03-06,E,C,appartement,1975-1977,36.3,La Plagne Tarentaise,73150,377.8,existant,La Plagne
2473E0613565P,2024-02-20,2034-02-19,E,E,appartement,1948-1974,56.0,Val-D-Isère,73304,233.5,existant,Val d'Isère
2473E1259454M,2024-04-08,2034-04-07,E,B,appartement,1983-1988,29.8,La Plagne Tarentaise,73150,296.2,existant,La Plagne
2473E0595738Y,2024-02-19,2034-02-18,E,E,appartement,1948-1974,16.1,Val-D-Isère,73304,227.1,existant,Val d'Isère
2473E0580711Z,2024-02-17,2034-02-16,E,C,maison,1989-2000,77.4,La Plagne Tarentaise,73150,327.4,existant,La Plagne
2473E0595916U,2024-02-19,2034-02-18,E,E,appartement,1948-1974,16.1,Val-D-Isère,73304,227.1,existant,Val d'Isère
2473E1695505R,2024-05-14,2034-05-13,D,B,appartement,1948-1974,20.7,Bourg-Saint-Maurice,73054,268.6,existant,Les Arcs / Bourg-Saint-Maurice
2473E1802775L,2024-05-22,2034-05-21,E,C,appartement,1978-1982,16.2,Peisey-Nancroix,73197,388.9,existant,Peisey-Vallandry
2473E1878894C,2024-05-28,2034-05-27,G,C,appartement,1948-1974,18.1,La Plagne Tarentaise,73150,685.8,existant,La Plagne
2473E0510131J,2024-02-13,2034-02-12,D,B,appartement,2006-2012,63.6,Val-D-Isère,73304,226.7,existant,Val d'Isère
2473E0414184C,2024-02-05,2034-02-04,D,B,appartement,2006-2012,58.0,Tignes,73296,205.4,existant,Tignes
2473E0724388A,2024-02-28,2034-02-27,E,B,appartement,1975-1977,22.8,Peisey-Nancroix,73197,302.8,existant,Peisey-Vallandry
2473E0227587H,2024-01-22,2034-01-21,E,C,appartement,1983-1988,14.4,Tignes,73296,470.0,existant,Tignes
2473E0595826I,2024-02-19,2034-02-18,E,E,appartement,1948-1974,72.9,Val-D-Isère,73304,185.2,existant,Val d'Isère
2473E0523871V,2024-02-10,2034-02-09,E,B,appartement,1983-1988,26.5,Bourg-Saint-Maurice,73054,279.1,existant,Les Arcs / Bourg-Saint-Maurice
2473E0376393P,2024-02-01,2034-01-31,G,F,maison,avant 1948,55.2,La Plagne Tarentaise,73150,561.3,existant,La Plagne
2473E0790608Y,2024-02-27,2034-02-26,D,B,appartement,1989-2000,21.6,Val-D-Isère,73304,271.9,existant,Val d'Isère
2473E1125469F,2024-03-26,2034-03-25,E,B,appartement,1975-1977,24.3,Bourg-Saint-Maurice,73054,289.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E1620184S,2024-04-25,2034-04-24,C,A,appartement,1978-1982,24.8,Montvalezan,73176,183.3,existant,La Rosière
2473E0643925H,2024-02-22,2034-02-21,E,C,appartement,1948-1974,43.6,Val-D-Isère,73304,332.4,existant,Val d'Isère
2473E0412739N,2024-02-05,2034-02-04,E,C,appartement,1978-1982,87.4,La Plagne Tarentaise,73150,352.5,existant,La Plagne
2473E0217300Q,2024-01-19,2034-01-18,D,B,appartement,1989-2000,23.7,La Plagne Tarentaise,73150,265.0,existant,La Plagne
2473E1667686S,2024-05-13,2034-05-12,D,B,appartement,2001-2005,51.6,Bourg-Saint-Maurice,73054,212.3,existant,Les Arcs / Bourg-Saint-Maurice
2473E0605050C,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E1214352U,2024-04-04,2034-04-03,E,C,appartement,1989-2000,38.3,La Plagne Tarentaise,73150,351.1,existant,La Plagne
2473E0291236I,2024-01-26,2034-01-25,E,C,appartement,1983-1988,59.6,La Plagne Tarentaise,73150,340.4,existant,La Plagne
2473E1103868K,2024-03-27,2034-03-26,E,C,appartement,1975-1977,67.8,La Plagne Tarentaise,73150,343.8,existant,La Plagne
2473E0492144O,2024-02-12,2034-02-11,D,B,appartement,2006-2012,88.7,Val-D-Isère,73304,195.0,existant,Val d'Isère
2373E4557301S,2023-10-04,2033-10-03,F,C,appartement,1983-1988,24.8,Tignes,73296,449.8,existant,Tignes
2473E1524049F,2024-04-26,2034-04-25,F,C,appartement,1983-1988,28.5,La Plagne Tarentaise,73150,445.9,existant,La Plagne
2473E0605062O,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E1955545F,2024-06-01,2034-05-31,C,B,appartement,2006-2012,46.0,Tignes,73296,176.1,existant,Tignes
2473E1657194E,2024-04-29,2034-04-28,F,F,appartement,1948-1974,36.6,Tignes,73296,298.9,existant,Tignes
2473E0595894Y,2024-02-19,2034-02-18,E,E,appartement,1948-1974,28.2,Val-D-Isère,73304,205.5,existant,Val d'Isère
2473E0159772A,2024-01-11,2034-01-10,C,A,appartement,après 2021,39.5,Montvalezan,73176,169.7,existant,La Rosière
2473E0492283X,2024-02-12,2034-02-11,E,B,appartement,2006-2012,20.7,Val-D-Isère,73304,317.0,existant,Val d'Isère
2473E1767597L,2024-05-14,2034-05-13,F,C,appartement,1983-1988,38.3,Bourg-Saint-Maurice,73054,426.0,existant,Les Arcs / Bourg-Saint-Maurice
2473E0613585J,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E1229747X,2024-04-05,2034-04-04,E,C,appartement,1978-1982,25.2,La Plagne Tarentaise,73150,398.3,existant,La Plagne
2473E0689747R,2024-02-26,2034-02-25,G,D,maison,avant 1948,57.5,Val-D-Isère,73304,1375.8,existant,Val d'Isère
2473E0595864U,2024-02-19,2034-02-18,E,E,appartement,1948-1974,28.2,Val-D-Isère,73304,205.5,existant,Val d'Isère
2473E0830188G,2024-03-06,2034-03-05,E,C,appartement,1978-1982,22.1,Bourg-Saint-Maurice,73054,368.2,existant,Les Arcs / Bourg-Saint-Maurice
2473E0332156E,2024-01-27,2034-01-26,E,C,appartement,2001-2005,89.8,Bourg-Saint-Maurice,73054,325.0,existant,Les Arcs / Bourg-Saint-Maurice
2473E0712203J,2024-02-27,2034-02-26,E,C,appartement,1975-1977,26.3,La Plagne Tarentaise,73150,377.6,existant,La Plagne
2473E1683486K,2024-04-30,2034-04-29,E,E,appartement,1975-1977,14.7,Tignes,73296,312.8,existant,Tignes
2473E0510157J,2024-02-13,2034-02-12,E,B,appartement,2006-2012,58.8,Val-D-Isère,73304,257.6,existant,Val d'Isère
2473E0604194E,2024-02-20,2034-02-19,E,C,appartement,1948-1974,64.5,Val-D-Isère,73304,292.0,existant,Val d'Isère
2473E1530822S,2024-04-25,2034-04-24,F,F,appartement,1978-1982,15.3,Val-D-Isère,73304,321.2,existant,Val d'Isère
2373E4533039O,2023-12-30,2033-12-29,E,C,appartement,1978-1982,44.3,Bourg-Saint-Maurice,73054,352.6,existant,Les Arcs / Bourg-Saint-Maurice
2473E2250006Q,2024-06-24,2034-06-23,E,B,appartement,2006-2012,32.2,La Plagne Tarentaise,73150,298.0,existant,La Plagne
2473E1726189V,2024-05-16,2034-05-15,F,F,appartement,1948-1974,38.0,Bourg-Saint-Maurice,73054,354.3,existant,Les Arcs / Bourg-Saint-Maurice
2473E0825241Z,2024-03-06,2034-03-05,G,G,maison,1948-1974,195.0,La Plagne Tarentaise,73150,367.5,existant,La Plagne
2473E0312483N,2024-01-28,2034-01-27,F,C,maison,1989-2000,248.9,La Plagne Tarentaise,73150,394.5,existant,La Plagne
2473E0604969Z,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E0492420E,2024-02-12,2034-02-11,E,C,appartement,2006-2012,25.7,Val-D-Isère,73304,362.3,existant,Val d'Isère
2473E0595910O,2024-02-19,2034-02-18,E,E,appartement,1948-1974,16.1,Val-D-Isère,73304,227.1,existant,Val d'Isère
2473E1530829Z,2024-04-27,2034-04-26,D,B,appartement,1978-1982,28.0,Bourg-Saint-Maurice,73054,216.7,existant,Les Arcs / Bourg-Saint-Maurice
2473E0604958O,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E2214151P,2024-06-20,2034-06-19,E,B,appartement,avant 1948,101.6,La Plagne Tarentaise,73150,288.4,existant,La Plagne
2473E0613815F,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E2151266Y,2024-06-13,2034-06-12,E,C,appartement,1983-1988,17.1,Val-D-Isère,73304,395.4,existant,Val d'Isère
2473E1929388E,2024-05-30,2034-05-29,F,C,maison,avant 1948,102.0,Bourg-Saint-Maurice,73054,428.5,existant,Les Arcs / Bourg-Saint-Maurice
2473E0605052E,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E1035778O,2024-03-21,2034-03-20,D,C,appartement,avant 1948,96.7,La Plagne Tarentaise,73150,214.8,existant,La Plagne
2473E1712819P,2024-05-15,2034-05-14,E,B,appartement,1983-1988,17.7,Bourg-Saint-Maurice,73054,318.5,existant,Les Arcs / Bourg-Saint-Maurice
2473E0492345H,2024-02-12,2034-02-11,E,C,appartement,2006-2012,20.7,Val-D-Isère,73304,356.9,existant,Val d'Isère
2473E1857278S,2024-05-27,2034-05-26,G,G,appartement,1975-1977,37.4,Montvalezan,73176,657.4,existant,La Rosière
2473E0566119T,2024-02-09,2034-02-08,D,B,appartement,avant 1948,53.0,Bourg-Saint-Maurice,73054,200.2,existant,Les Arcs / Bourg-Saint-Maurice
2473E0241423L,2024-01-22,2034-01-21,E,C,appartement,1983-1988,53.4,Bourg-Saint-Maurice,73054,281.6,existant,Les Arcs / Bourg-Saint-Maurice
2473E1015954C,2024-03-19,2034-03-18,E,B,appartement,1983-1988,25.8,Tignes,73296,302.0,existant,Tignes
2473E1169065Z,2024-03-31,2034-03-30,F,C,appartement,1975-1977,37.4,La Plagne Tarentaise,73150,489.1,existant,La Plagne
2473E1672131R,2024-05-13,2034-05-12,D,B,appartement,2006-2012,90.0,La Plagne Tarentaise,73150,197.8,existant,La Plagne
2473E1350407R,2024-04-15,2034-04-14,E,C,appartement,1975-1977,104.1,La Plagne Tarentaise,73150,359.3,existant,La Plagne
2473E1654706M,2024-05-08,2034-05-07,D,D,appartement,1948-1974,24.3,Tignes,73296,161.9,existant,Tignes
2473E0335487H,2024-01-30,2034-01-29,E,C,appartement,avant 1948,68.7,Bourg-Saint-Maurice,73054,308.5,existant,Les Arcs / Bourg-Saint-Maurice
2473E1877867P,2024-05-28,2034-05-27,E,E,appartement,1948-1974,17.4,Tignes,73296,240.3,existant,Tignes
2473E1153020W,2024-03-29,2034-03-28,E,B,appartement,1948-1974,38.8,La Plagne Tarentaise,73150,277.0,existant,La Plagne
2473E0613755X,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E0214137Z,2024-01-19,2034-01-18,E,B,appartement,1983-1988,23.7,Tignes,73296,312.7,existant,Tignes
2473E0380352W,2024-02-01,2034-01-31,E,B,appartement,2013-2021,112.3,Tignes,73296,251.8,existant,Tignes
2473E2330182I,2024-06-27,2034-06-26,E,C,appartement,1983-1988,15.9,Tignes,73296,380.7,existant,Tignes
2473E1706141T,2024-05-15,2034-05-14,E,C,appartement,1948-1974,30.0,La Plagne Tarentaise,73150,396.5,existant,La Plagne
2473E0491982I,2024-02-12,2034-02-11,D,B,appartement,2006-2012,45.4,Val-D-Isère,73304,188.3,existant,Val d'Isère
2473E0604987R,2024-02-20,2034-02-19,E,E,appartement,1948-1974,56.0,Val-D-Isère,73304,210.7,existant,Val d'Isère
2473E2348863V,2024-06-28,2034-06-27,E,B,appartement,1983-1988,16.2,Tignes,73296,349.9,existant,Tignes
2473E0868350A,2024-03-10,2034-03-09,E,C,appartement,1975-1977,37.2,La Plagne Tarentaise,73150,372.2,existant,La Plagne
2473E2260069R,2024-06-24,2034-06-23,E,B,appartement,1983-1988,17.1,Tignes,73296,320.5,existant,Tignes
2473E1637289P,2024-05-02,2034-05-01,E,D,appartement,1948-1974,61.8,La Plagne Tarentaise,73150,385.6,existant,La Plagne
2473E1054085R,2024-03-23,2034-03-22,E,B,appartement,1975-1977,29.7,Bourg-Saint-Maurice,73054,302.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E1894632K,2024-05-03,2034-05-02,D,D,appartement,1975-1977,43.4,Val-D-Isère,73304,121.3,existant,Val d'Isère
2473E0437832Q,2024-02-07,2034-02-06,E,C,maison,1983-1988,43.9,Bourg-Saint-Maurice,73054,347.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E0815035L,2024-03-05,2034-03-04,E,C,appartement,1948-1974,19.7,La Plagne Tarentaise,73150,346.2,existant,La Plagne
2473E1057819H,2024-03-24,2034-03-23,F,C,appartement,1975-1977,51.9,La Plagne Tarentaise,73150,455.7,existant,La Plagne
2473E0595937P,2024-02-19,2034-02-18,E,E,appartement,1948-1974,63.7,Val-D-Isère,73304,187.6,existant,Val d'Isère
2473E0552461L,2024-02-15,2034-02-14,D,B,appartement,2006-2012,40.2,Tignes,73296,185.9,existant,Tignes
2473E1057255P,2024-03-24,2034-03-23,D,D,appartement,1975-1977,23.4,Tignes,73296,155.6,existant,Tignes
2473E0510170W,2024-02-13,2034-02-12,E,B,appartement,2006-2012,83.0,Val-D-Isère,73304,261.5,existant,Val d'Isère
2473E1038082E,2024-03-20,2034-03-19,E,C,appartement,1978-1982,18.6,Bourg-Saint-Maurice,73054,374.5,existant,Les Arcs / Bourg-Saint-Maurice
2473E1612717N,2024-05-03,2034-05-02,G,E,appartement,1948-1974,15.3,Tignes,73296,786.8,existant,Tignes
2473E0613764G,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E0216854M,2024-01-19,2034-01-18,D,B,appartement,1989-2000,24.3,La Plagne Tarentaise,73150,248.5,existant,La Plagne
2473E2071147L,2024-06-11,2034-06-10,E,C,appartement,1978-1982,30.0,La Plagne Tarentaise,73150,355.8,existant,La Plagne
2473E0682218C,2024-02-24,2034-02-23,D,B,appartement,1989-2000,27.0,Val-D-Isère,73304,234.8,existant,Val d'Isère
2473E0727556W,2024-02-28,2034-02-27,E,C,appartement,1983-1988,24.5,La Plagne Tarentaise,73150,321.7,existant,La Plagne
2473E1531120E,2024-04-27,2034-04-26,E,E,appartement,1948-1974,30.1,Bourg-Saint-Maurice,73054,257.3,existant,Les Arcs / Bourg-Saint-Maurice
2473E0815491Z,2024-03-05,2034-03-04,E,C,appartement,1975-1977,34.8,La Plagne Tarentaise,73150,358.4,existant,La Plagne
2473E1291730W,2024-04-10,2034-04-09,D,D,appartement,1978-1982,38.0,Val-D-Isère,73304,172.4,existant,Val d'Isère
2473E0613739H,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E0604921D,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E0491534C,2024-02-12,2034-02-11,E,C,appartement,1989-2000,83.2,Val-D-Isère,73304,351.8,existant,Val d'Isère
2473E1294746W,2024-04-10,2034-04-09,D,B,appartement,2006-2012,36.1,Tignes,73296,201.4,existant,Tignes
2473E1572192W,2024-04-30,2034-04-29,D,D,appartement,2001-2005,70.9,Sainte-Foy-Tarentaise,73232,120.3,existant,Sainte-Foy
2473E2079322W,2024-06-09,2034-06-08,E,E,appartement,1975-1977,34.1,Tignes,73296,256.6,existant,Tignes
2473E2146627N,2024-06-16,2034-06-15,E,C,appartement,1978-1982,25.4,Bourg-Saint-Maurice,73054,328.6,existant,Les Arcs / Bourg-Saint-Maurice
2473E0510143V,2024-02-13,2034-02-12,D,B,appartement,2006-2012,33.0,Val-D-Isère,73304,238.9,existant,Val d'Isère
2473E1067611X,2024-03-25,2034-03-24,E,C,maison,1975-1977,138.7,Montvalezan,73176,296.8,existant,La Rosière
2473E0605069V,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E0613825P,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,279.6,existant,Val d'Isère
2473E0613680A,2024-02-20,2034-02-19,E,E,appartement,1948-1974,56.0,Val-D-Isère,73304,233.5,existant,Val d'Isère
2473E0394149N,2024-02-02,2034-02-01,F,C,appartement,1983-1988,18.9,Bourg-Saint-Maurice,73054,532.3,existant,Les Arcs / Bourg-Saint-Maurice
2473E1381766U,2024-04-17,2034-04-16,F,C,appartement,1975-1977,34.3,La Plagne Tarentaise,73150,399.9,existant,La Plagne
2473E0267047Z,2024-01-24,2034-01-23,E,C,appartement,1948-1974,29.1,Bourg-Saint-Maurice,73054,399.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E0303484K,2024-01-26,2034-01-25,E,B,appartement,1989-2000,39.9,Montvalezan,73176,289.6,existant,La Rosière
2473E2223227R,2024-06-20,2034-06-19,E,E,appartement,1989-2000,75.1,Bourg-Saint-Maurice,73054,266.7,existant,Les Arcs / Bourg-Saint-Maurice
2473E0714996U,2024-02-27,2034-02-26,E,C,appartement,1975-1977,34.4,La Plagne Tarentaise,73150,348.4,existant,La Plagne
2473E0604952I,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
2473E0864619N,2024-03-09,2034-03-08,D,C,appartement,2013-2021,78.9,La Plagne Tarentaise,73150,212.1,existant,La Plagne
2473E1256146G,2024-04-08,2034-04-07,D,B,appartement,1983-1988,26.7,Tignes,73296,263.2,existant,Tignes
2473E0492375L,2024-02-12,2034-02-11,E,B,appartement,2006-2012,20.6,Val-D-Isère,73304,308.1,existant,Val d'Isère
2473E0966378I,2024-03-18,2034-03-17,D,B,appartement,2006-2012,56.9,Bourg-Saint-Maurice,73054,229.7,existant,Les Arcs / Bourg-Saint-Maurice
2473E0697822G,2024-02-26,2034-02-25,G,C,appartement,1975-1977,13.3,La Plagne Tarentaise,73150,681.4,existant,La Plagne
2473E1224870I,2024-04-05,2034-04-04,E,C,appartement,1989-2000,37.3,La Plagne Tarentaise,73150,374.4,existant,La Plagne
2473E1665277B,2024-05-11,2034-05-10,F,F,appartement,1975-1977,25.2,Tignes,73296,303.7,existant,Tignes
2473E0510109N,2024-02-13,2034-02-12,D,B,appartement,2006-2012,61.3,Val-D-Isère,73304,218.6,existant,Val d'Isère
2473E1184664Y,2024-02-01,2034-01-31,F,F,appartement,1948-1974,36.8,Tignes,73296,274.3,existant,Tignes
2473E1054581T,2024-03-23,2034-03-22,C,C,appartement,2013-2021,127.3,Tignes,73296,83.1,existant,Tignes
2473E1042093L,2024-03-22,2034-03-21,D,B,appartement,1978-1982,28.2,Bourg-Saint-Maurice,73054,235.2,existant,Les Arcs / Bourg-Saint-Maurice
2473E1167871B,2024-03-30,2034-03-29,F,F,appartement,2006-2012,67.0,Bourg-Saint-Maurice,73054,325.2,existant,Les Arcs / Bourg-Saint-Maurice
2473E0369269P,2024-01-30,2034-01-29,E,E,appartement,1948-1974,51.1,Bourg-Saint-Maurice,73054,238.7,existant,Les Arcs / Bourg-Saint-Maurice
2473E0643918A,2024-02-22,2034-02-21,E,C,appartement,1948-1974,24.1,Val-D-Isère,73304,339.4,existant,Val d'Isère
2473E0613752U,2024-02-20,2034-02-19,E,E,appartement,1948-1974,29.0,Val-D-Isère,73304,248.4,existant,Val d'Isère
2473E1354432M,2024-04-15,2034-04-14,G,G,appartement,1948-1974,26.8,Tignes,73296,575.3,existant,Tignes
2473E0595924C,2024-02-19,2034-02-18,E,E,appartement,1948-1974,72.9,Val-D-Isère,73304,185.2,existant,Val d'Isère
2473E0359127N,2024-01-26,2034-01-25,E,B,appartement,1983-1988,23.0,Bourg-Saint-Maurice,73054,301.9,existant,Les Arcs / Bourg-Saint-Maurice
2473E0224291N,2024-01-21,2034-01-20,F,F,appartement,1948-1974,18.9,Tignes,73296,312.2,existant,Tignes
2473E0014717Z,2024-01-03,2034-01-02,E,C,appartement,1975-1977,30.7,Bourg-Saint-Maurice,73054,320.6,existant,Les Arcs / Bourg-Saint-Maurice
2473E0944692G,2024-02-27,2034-02-26,D,B,appartement,1983-1988,41.1,Val-D-Isère,73304,242.3,existant,Val d'Isère
2473E0605007L,2024-02-20,2034-02-19,E,E,appartement,1948-1974,14.0,Val-D-Isère,73304,254.8,existant,Val d'Isère
